search_date,source_link,headline,text
2025-08-17T11:11:37.126082,https://en.wikipedia.org/wiki/History_of_gravitational_theory,History of gravitational theory,"In physics, theories of gravitation postulate mechanisms of interaction governing the movements of bodies with mass. There have been numerous theories of gravitation since ancient times. The first extant sources discussing such theories are found in ancient Greek philosophy. This work was furthered through the Middle Ages by Indian, Islamic, and European scientists, before gaining great strides during the Renaissance and Scientific Revolution—culminating in the formulation of Newton's law of gravity. This was superseded by Albert Einstein's theory of relativity in the early 20th century.
Greek philosopher Aristotle (fl. 4th century BC) found that objects immersed in a medium tend to fall at speeds proportional to their weight. Vitruvius (fl. 1st century BC) understood that objects fall based on their specific gravity. In the 6th century AD, Byzantine Alexandrian scholar John Philoponus modified the Aristotelian concept of gravity with the theory of impetus. In the 7th century, Indian astronomer Brahmagupta spoke of gravity as an attractive force. In the 14th century, European philosophers Jean Buridan and Albert of Saxony—who were influenced by Islamic scholars Ibn Sina and Abu'l-Barakat respectively—developed the theory of impetus and linked it to the acceleration and mass of objects. Albert also developed a law of proportion regarding the relationship between the speed of an object in free fall and the time elapsed.
Italians of the 16th century found that objects in free fa"
2025-08-17T11:11:37.126112,https://en.wikipedia.org/wiki/History_of_physics,History of physics,"Physics is a branch of science in which the primary objects of study are matter and energy. These topics were discussed across many cultures in ancient times by philosophers, but they had no means to distinguish causes of natural phenomena from superstitions.
The Scientific Revolution of the 17th century, especially the discovery of the law of gravity, began a process of knowledge accumulation and specialization that gave rise to the field of physics.
Mathematical advances of the 18th century gave rise to classical mechanics, and the increased used of the experimental method led to new understanding of thermodynamics.
In the 19th century, the basic laws of electromagnetism and statistical mechanics were discovered.
At the beginning of the 20th century, physics was transformed by the discoveries of quantum mechanics, relativity, and atomic theory.
Physics today may be divided loosely into classical physics and modern physics."
2025-08-17T11:11:37.126114,https://en.wikipedia.org/wiki/Physics,Physics,"Physics is the scientific study of matter, its fundamental constituents, its motion and behavior through space and time, and the related entities of energy and force. It is one of the most fundamental scientific disciplines. A scientist who specializes in the field of physics is called a physicist.
Physics is one of the oldest academic disciplines. Over much of the past two millennia, physics, chemistry, biology, and certain branches of mathematics were a part of natural philosophy, but during the Scientific Revolution in the 17th century, these natural sciences branched into separate research endeavors. Physics intersects with many interdisciplinary areas of research, such as biophysics and quantum chemistry, and the boundaries of physics are not rigidly defined. New ideas in physics often explain the fundamental mechanisms studied by other sciences and suggest new avenues of research in these and other academic disciplines such as mathematics and philosophy.
Advances in physics often enable new technologies. For example, advances in the understanding of electromagnetism, solid-state physics, and nuclear physics led directly to the development of technologies that have transformed modern society, such as television, computers, domestic appliances, and nuclear weapons; advances in thermodynamics led to the development of industrialization; and advances in mechanics inspired the development of calculus."
2025-08-17T11:11:37.126116,https://en.wikipedia.org/wiki/History_of_electromagnetic_theory,History of electromagnetic theory,"The history of electromagnetic theory begins with ancient measures to understand atmospheric electricity, in particular lightning. People then had little understanding of electricity, and were unable to explain the phenomena. Scientific understanding and research into the nature of electricity grew throughout the eighteenth and nineteenth centuries through the work of researchers such as André-Marie Ampère, Charles-Augustin de Coulomb, Michael Faraday, Carl Friedrich Gauss and James Clerk Maxwell.
In the 19th century it had become clear that  electricity and magnetism  were related, and their theories were unified: wherever charges are in motion electric current results, and magnetism is due to electric current. The source for electric field is electric charge, whereas that for magnetic field is electric current (charges in motion)."
2025-08-17T11:11:37.126118,https://en.wikipedia.org/wiki/Philosophy_of_physics,Philosophy of physics,"In philosophy, the philosophy of physics deals with conceptual and interpretational issues in physics, many of which overlap with research done by certain kinds of theoretical physicists. Historically, philosophers of physics have engaged with questions such as the nature of space, time, matter and the laws that govern their interactions, as well as the epistemological and ontological basis of the theories used by practicing physicists. The discipline draws upon insights from various areas of philosophy, including metaphysics, epistemology, and philosophy of science, while also engaging with the latest developments in theoretical and experimental physics. 
Contemporary work focuses on issues at the foundations of the three pillars of modern physics:

Quantum mechanics: Interpretations of quantum theory, including the nature of quantum states, the measurement problem, and the role of observers. Implications of entanglement, nonlocality, and the quantum-classical relationship are also explored.
Relativity: Conceptual foundations of special and general relativity, including the nature of spacetime, simultaneity, causality, and determinism. Compatibility with quantum mechanics, gravitational singularities, and philosophical implications of cosmology are also investigated.
Statistical mechanics: Relationship between microscopic and macroscopic descriptions, interpretation of probability, origin of irreversibility and the arrow of time. Foundations of thermodynamics, role of inform"
2025-08-17T11:11:41.453132,https://en.wikipedia.org/wiki/Loneliness,Loneliness,"Loneliness is an unpleasant emotional response to perceived or actual isolation. Loneliness is also described as social pain – a psychological mechanism that motivates individuals to seek social connections. It is often associated with a perceived lack of connection and intimacy. Loneliness overlaps and yet is distinct from solitude. Solitude is simply the state of being apart from others; not everyone who experiences solitude feels lonely. As a subjective emotion, loneliness can be felt even when a person is surrounded by other people.  
The causes of loneliness are varied. Loneliness can be a result of genetic inheritance, cultural factors, a lack of meaningful relationships, a significant loss, an excessive reliance on passive technologies (notably the Internet in the 21st century), or a self-perpetuating mindset. Research has shown that loneliness is found throughout society, including among people in marriages along with other strong relationships, and those with successful careers. Most people experience loneliness at some points in their lives, and some feel it often.
Loneliness is found to be the highest among younger people as, according to the BBC Loneliness Experiment, 40% people within the age group 16-24 admit to feeling lonely while the percentage of people who feel lonely above age 75 is around 27%.
The effects of loneliness are also varied. Transient loneliness (loneliness that exists for a short period of time) is related to positive effects, including an inc"
2025-08-17T11:11:41.453157,https://en.wikipedia.org/wiki/Existential_crisis,Existential crisis,"Existential crises are inner conflicts characterized by the impression that life lacks meaning and by confusion about one's personal identity. They are accompanied by anxiety and stress, often to such a degree that they disturb one's normal functioning in everyday life and lead to depression. Their negative attitude towards meaning reflects characteristics of the philosophical movement of existentialism. The components of existential crises can be divided into emotional, cognitive, and behavioral aspects. Emotional components refer to the feelings, such as emotional pain, despair, helplessness, guilt, anxiety, or loneliness. Cognitive components encompass the problem of meaninglessness, the loss of personal values or spiritual faith, and thinking about death. Behavioral components include addictions, and anti-social and compulsive behavior.
Existential crises may occur at different stages in life: the teenage crisis, the quarter-life crisis, the mid-life crisis, and the later-life crisis. Earlier crises tend to be forward-looking: the individual is anxious and confused about which path in life to follow regarding education, career, personal identity, and social relationships. Later crises tend to be backward-looking. Often triggered by the impression that one is past one's peak in life, they are usually characterized by guilt, regret, and a fear of death. If an earlier existential crisis was properly resolved, it is easier for the individual to resolve or avoid later crises. "
2025-08-17T11:11:49.645691,https://en.wikipedia.org/wiki/South_African_contract_law,South African contract law,"South African contract law is a modernised form of Roman-Dutch law rooted in canon and Roman legal traditions. It governs agreements between two or more parties who intend to create legally enforceable obligations. This legal framework supports private enterprise in South Africa by ensuring agreements are upheld and, if necessary, enforced, while promoting fair dealing. Influenced by English law and shaped by the Constitution of South Africa, contract law balances freedom of contract with public policy considerations, such as fairness and constitutional values."
2025-08-17T11:11:49.645724,https://en.wikipedia.org/wiki/Canadian_contract_law,Canadian contract law,"Canadian contract law is composed of two parallel systems: a common law framework outside Québec and a civil law framework within Québec. Outside Québec, Canadian contract law is derived from English contract law, though it has developed distinctly since Canadian Confederation in 1867. While Québecois contract law was originally derived from that which existed in France at the time of Québec's annexation into the British Empire, it was overhauled and codified first in the Civil Code of Lower Canada and later in the current Civil Code of Quebec, which codifies most elements of contract law as part of its provisions on the broader law of obligations. Individual common law provinces have codified certain contractual rules in a Sale of Goods Act, resembling equivalent statutes elsewhere in the Commonwealth. As most aspects of contract law in Canada are the subject of provincial jurisdiction under the Canadian Constitution, contract law may differ even between the country's common law provinces and territories. Conversely; as the law regarding bills of exchange and promissory notes, trade and commerce (including competition law), maritime law, and banking among other related areas is governed by federal law under Section 91 of the Constitution Act, 1867; aspects of contract law pertaining to these topics (particularly in the field of international shipping and transportation) are harmonised between Québec and the common law provinces."
2025-08-17T11:11:49.645728,https://en.wikipedia.org/wiki/List_of_Latin_phrases_(full),List of Latin phrases (full),"This article lists direct English translations of common Latin phrases. Some of the phrases are themselves translations of Greek phrases.
This list is a combination of the twenty page-by-page ""List of Latin phrases"" articles:"
2025-08-17T11:11:49.645732,https://en.wikipedia.org/wiki/Pornography,Pornography,"Pornography (colloquially called porn or porno) is sexually suggestive material, such as a picture, video, text, or audio, intended for sexual arousal. Made for consumption by adults, pornographic depictions have evolved from cave paintings, some forty millennia ago, to modern-day virtual reality presentations. A general distinction of adults-only sexual content is made, classifying it as pornography or erotica.
The oldest artifacts considered pornographic were discovered in Germany in 2008 and are dated to be at least 35,000 years old. Human enchantment with sexual imagery representations has been a constant throughout history. However, the reception of such imagery varied according to the historical, cultural, and national contexts. The Indian Sanskrit text Kama Sutra (3rd century CE) contained prose, poetry, and illustrations regarding sexual behavior, and the book was celebrated; while the British English text Fanny Hill (1748), considered ""the first original English prose pornography,"" has been one of the most prosecuted and banned books. In the late 19th century, a film by Thomas Edison that depicted a kiss was denounced as obscene in the United States, whereas Eugène Pirou's 1896 film Bedtime for the Bride was received very favorably in France. Starting from the mid-twentieth century on, societal attitudes towards sexuality became lenient in the Western world where legal definitions of obscenity were made limited. In 1969, Blue Movie by Andy Warhol became the first fil"
2025-08-17T11:11:49.645736,https://en.wikipedia.org/wiki/Application_of_Sharia_by_country,Application of Sharia by country,"Sharia means Islamic law based on Islamic concepts based from Quran and Hadith. Since the early Islamic states of the eighth and ninth centuries, Sharia always existed alongside other normative systems.
Historically, Sharia was interpreted by independent jurists (muftis), based on Islamic scriptural sources and various legal methodologies. In the modern era, statutes inspired by European codes replaced traditional laws in most parts of the Muslim world, with classical Sharia rules retained mainly in personal status laws. Countries such as Pakistan and Saudi Arabia have islam as their state religion, but haven’t implemented sharia law fully. These laws were codified by legislative bodies which sought to modernize them without abandoning their foundations in traditional jurisprudence. The Islamic revival of the late 20th century brought along calls by Islamist movements for full implementation of Sharia, including hudud capital punishments, such as stoning, which in some cases resulted in traditionalist legal reform. Some countries with Muslim minorities use Sharia-based laws to regulate banking, economics, inheritance, marriage and other governmental and personal affairs of their Muslim population. The use of Sharia in non-Muslim countries and on non-Muslims is debated."
